"cred" "current" "duration" "amount" "former" "purpose"
"C" "M" 7 2329 "G" "Pri"
"C" "M" 13 882 "G" "Pri"
"C" "M" 18 866 "G" "Pri"
"C" "M" 7 2415 "G" "Pri"
"C" "M" 13 2101 "G" "Pri"
"C" "M" 18 1301 "G" "Pri"
"C" "M" 18 1113 "G" "Pri"
"C" "M" 8 760 "G" "Pri"
"C" "M" 12 625 "G" "Pri"
"C" "M" 6 1323 "G" "Pro"
"C" "N" 9 1138 "G" "Pri"
"C" "M" 18 1795 "G" "Pri"
"C" "M" 15 2728 "G" "Pri"
"C" "M" 6 484 "G" "Pri"
"C" "M" 10 1048 "B" "Pri"
"C" "M" 12 1155 "G" "Pri"
"C" "M" 20 7057 "G" "Pri"
"C" "M" 15 1537 "G" "Pri"
"C" "N" 12 2214 "G" "Pri"
"C" "G" 24 1585 "G" "Pri"
"C" "M" 10 1521 "G" "Pri"
"C" "M" 36 3990 "B" "Pri"
"C" "M" 18 3049 "G" "Pri"
"NC" "N" 24 1282 "G" "Pri"
"C" "G" 60 10144 "G" "Pri"
"C" "N" 12 1168 "G" "Pro"
"C" "M" 6 454 "G" "Pri"
"C" "G" 15 3594 "G" "Pri"
"C" "G" 12 1768 "G" "Pri"
"C" "G" 60 15653 "G" "Pri"
"C" "M" 12 2247 "G" "Pro"
"C" "G" 24 1413 "G" "Pri"
"C" "M" 45 4576 "G" "Pri"
"C" "N" 24 1231 "G" "Pri"
"NC" "N" 36 8335 "G" "Pri"
"C" "M" 36 5800 "G" "Pri"
"C" "N" 18 8471 "G" "Pri"
"C" "N" 30 3622 "G" "Pri"
"C" "N" 6 1169 "G" "Pri"
"C" "G" 15 1262 "G" "Pri"
"C" "M" 24 3617 "G" "Pri"
"C" "M" 30 2181 "G" "Pro"
"NC" "N" 48 7685 "B" "Pro"
"C" "G" 48 6110 "G" "Pri"
"C" "G" 24 3757 "G" "Pro"
"C" "N" 42 3394 "G" "Pri"
"C" "G" 36 6304 "G" "Pro"
"C" "G" 9 1244 "G" "Pri"
"C" "G" 6 3518 "G" "Pro"
"C" "G" 36 2613 "B" "Pri"
"C" "N" 48 7476 "G" "Pri"
"NC" "G" 24 4591 "G" "Pro"
"NC" "M" 18 1924 "G" "Pri"
"NC" "M" 72 5595 "G" "Pri"
"NC" "M" 48 6224 "G" "Pri"
"C" "M" 15 1905 "G" "Pri"
"C" "G" 21 2993 "G" "Pri"
"C" "G" 36 8947 "G" "Pri"
"C" "N" 24 4020 "G" "Pri"
"C" "M" 18 2779 "G" "Pri"
"C" "G" 21 2782 "G" "Pro"
"C" "G" 12 1884 "G" "Pro"
"C" "G" 36 11054 "G" "Pri"
"C" "M" 60 9157 "G" "Pri"
"C" "M" 42 9283 "B" "Pri"
"C" "G" 60 6527 "G" "Pro"
"C" "G" 15 3368 "G" "Pri"
"C" "N" 15 2511 "G" "Pro"
"C" "N" 36 5493 "G" "Pri"
"C" "G" 6 1338 "G" "Pri"
"C" "M" 9 1082 "G" "Pri"
"C" "G" 18 1149 "G" "Pri"
"C" "M" 15 1308 "G" "Pri"
"C" "M" 20 6148 "B" "Pri"
"C" "G" 12 1736 "G" "Pri"
"C" "G" 12 3059 "G" "Pri"
"NC" "N" 24 2996 "G" "Pri"
"C" "G" 30 7596 "G" "Pri"
"C" "G" 30 4811 "G" "Pri"
"C" "G" 6 1766 "G" "Pri"
"C" "M" 24 2760 "G" "Pri"
"C" "G" 24 5507 "G" "Pri"
"C" "M" 9 1199 "G" "Pri"
"C" "M" 24 2892 "G" "Pri"
"C" "M" 36 2862 "G" "Pro"
"NC" "N" 9 654 "G" "Pro"
"NC" "M" 9 1136 "G" "Pri"
"NC" "M" 24 4113 "G" "Pri"
"NC" "M" 6 14555 "G" "Pro"
"NC" "N" 15 950 "B" "Pro"
"NC" "N" 24 1199 "G" "Pro"
"NC" "N" 12 1082 "B" "Pro"
"NC" "M" 30 2150 "G" "Pro"
"NC" "M" 36 2820 "G" "Pro"
"NC" "M" 48 3060 "G" "Pri"
"NC" "N" 18 2600 "G" "Pri"
"NC" "G" 21 5003 "B" "Pro"
"NC" "M" 60 6288 "G" "Pri"
"NC" "G" 24 2538 "G" "Pro"
"NC" "G" 9 1478 "G" "Pri"
"NC" "M" 39 4933 "G" "Pri"
"NC" "G" 18 1530 "G" "Pro"
"NC" "M" 9 1437 "B" "Pro"
"NC" "N" 15 1275 "G" "Pri"
"NC" "N" 24 1823 "G" "Pri"
"NC" "N" 9 1422 "G" "Pro"
"NC" "N" 18 1217 "G" "Pri"
"NC" "N" 36 9271 "G" "Pro"
"NC" "N" 36 2145 "G" "Pro"
"NC" "N" 36 1842 "G" "Pro"
"NC" "M" 18 4297 "G" "Pri"
"NC" "N" 6 3384 "G" "Pri"
"NC" "M" 18 1245 "G" "Pri"
"NC" "G" 15 4623 "G" "Pri"
"NC" "M" 30 8386 "G" "Pri"
"NC" "N" 24 1024 "G" "Pri"
"NC" "M" 36 14318 "G" "Pro"
"NC" "M" 6 433 "B" "Pri"
"NC" "N" 12 2149 "B" "Pri"
"NC" "G" 24 2397 "G" "Pri"
"NC" "M" 6 931 "B" "Pro"
"NC" "M" 15 1512 "G" "Pri"
"NC" "M" 24 4241 "B" "Pro"
"NC" "M" 24 4736 "G" "Pri"
"NC" "M" 15 1778 "B" "Pro"
"NC" "M" 15 2327 "G" "Pri"
"NC" "N" 24 6872 "B" "Pri"
"NC" "N" 12 795 "G" "Pri"
"NC" "M" 30 1908 "G" "Pro"
"NC" "M" 36 1953 "B" "Pro"
"NC" "M" 18 2864 "G" "Pri"
"NC" "M" 21 2319 "G" "Pri"
"NC" "N" 24 915 "G" "Pro"
"NC" "M" 24 947 "G" "Pro"
"NC" "N" 24 1381 "G" "Pro"
"NC" "N" 24 1285 "G" "Pro"
"NC" "N" 24 1371 "G" "Pro"
"NC" "M" 18 1042 "G" "Pro"
"NC" "N" 12 900 "G" "Pro"
"NC" "N" 24 1207 "G" "Pro"
"NC" "M" 18 2278 "B" "Pro"
"NC" "N" 60 6836 "G" "Pro"
"NC" "N" 24 3345 "G" "Pri"
"NC" "N" 6 1198 "B" "Pri"
"NC" "M" 48 15672 "G" "Pro"
"NC" "N" 60 7297 "G" "Pro"
"NC" "G" 18 1943 "G" "Pri"
"NC" "N" 18 3190 "G" "Pri"
"NC" "M" 9 5129 "B" "Pri"
"NC" "G" 18 1808 "G" "Pri"
"NC" "M" 10 1240 "G" "Pro"
"NC" "N" 12 759 "G" "Pro"
"NC" "M" 8 1237 "G" "Pri"
"NC" "G" 9 1980 "G" "Pri"
"NC" "M" 48 10961 "G" "Pri"
"NC" "N" 36 6887 "G" "Pri"
"NC" "N" 24 1938 "G" "Pri"
"NC" "N" 21 1835 "G" "Pri"
"NC" "N" 24 1659 "G" "Pri"
"NC" "M" 6 1209 "G" "Pro"
"NC" "M" 48 3844 "B" "Pro"
"NC" "N" 12 4843 "G" "Pro"
"NC" "M" 12 639 "G" "Pri"
"NC" "M" 48 5951 "G" "Pri"
"NC" "M" 36 3804 "B" "Pri"
"NC" "G" 36 4463 "G" "Pri"
"NC" "G" 36 7980 "G" "Pro"
"NC" "M" 36 4210 "G" "Pri"
"NC" "G" 6 4611 "G" "Pri"
"NC" "M" 24 11560 "G" "Pri"
"NC" "G" 18 4165 "B" "Pro"
"NC" "M" 24 4057 "G" "Pri"
"NC" "G" 18 6458 "B" "Pro"
"NC" "G" 12 1386 "G" "Pro"
"NC" "N" 36 1977 "G" "Pri"
"NC" "M" 18 1928 "G" "Pri"
"NC" "G" 12 1123 "G" "Pri"
"NC" "M" 24 11328 "G" "Pro"
"NC" "M" 24 11938 "G" "Pro"
"NC" "M" 27 2520 "G" "Pri"
"NC" "M" 30 1919 "G" "Pri"
"NC" "M" 60 14782 "B" "Pro"
"NC" "M" 36 2671 "G" "Pri"
"NC" "M" 36 12612 "G" "Pri"
"NC" "M" 45 3031 "G" "Pri"
"NC" "N" 12 626 "B" "Pri"
"NC" "M" 24 1935 "G" "Pro"
"NC" "M" 24 1344 "G" "Pro"
"NC" "G" 18 1533 "G" "Pri"
"NC" "N" 48 3931 "G" "Pro"
"NC" "N" 24 3349 "B" "Pri"
"NC" "N" 36 2302 "G" "Pri"
"NC" "N" 42 3965 "G" "Pri"
"NC" "N" 12 727 "G" "Pri"
"NC" "G" 48 3914 "G" "Pro"
"NC" "N" 48 4308 "G" "Pro"
"NC" "M" 12 1534 "G" "Pri"
"NC" "G" 18 2775 "G" "Pro"
"NC" "N" 40 5998 "G" "Pri"
"NC" "M" 15 1271 "G" "Pri"
"NC" "M" 12 1295 "G" "Pro"
"NC" "M" 36 9398 "G" "Pri"
"NC" "M" 12 951 "G" "Pri"
"NC" "M" 24 1355 "G" "Pro"
"NC" "N" 48 3051 "G" "Pri"
"NC" "G" 36 7855 "G" "Pro"
"NC" "G" 18 433 "G" "Pri"
"NC" "G" 36 9572 "G" "Pro"
"NC" "M" 24 1837 "B" "Pri"
"NC" "M" 30 4249 "G" "Pro"
"NC" "M" 30 5234 "G" "Pro"
"NC" "N" 48 6758 "G" "Pri"
"NC" "N" 9 1366 "G" "Pri"
"NC" "N" 24 1358 "B" "Pro"
"NC" "N" 18 2473 "G" "Pri"
"NC" "M" 9 1337 "B" "Pri"
"NC" "N" 48 7763 "G" "Pro"
"NC" "M" 15 1264 "B" "Pro"
"NC" "M" 15 2631 "G" "Pro"
"NC" "M" 48 6560 "G" "Pro"
"NC" "N" 24 3123 "G" "Pro"
"NC" "N" 36 8065 "G" "Pri"
"NC" "N" 24 2439 "G" "Pri"
"NC" "M" 36 9034 "G" "Pri"
"NC" "M" 60 14027 "G" "Pro"
"NC" "N" 36 9629 "G" "Pri"
"NC" "M" 12 1484 "G" "Pri"
"NC" "N" 18 1131 "G" "Pri"
"NC" "M" 24 2064 "G" "Pri"
"NC" "M" 18 12976 "G" "Pri"
"NC" "G" 21 2580 "G" "Pro"
"NC" "G" 27 2570 "G" "Pro"
"NC" "M" 27 3915 "G" "Pro"
"NC" "G" 10 1309 "G" "Pro"
"NC" "N" 24 4817 "G" "Pro"
"NC" "N" 12 2579 "G" "Pro"
"NC" "M" 36 2225 "G" "Pro"
"NC" "N" 18 4153 "G" "Pri"
"NC" "N" 18 3114 "B" "Pri"
"NC" "N" 18 2124 "G" "Pri"
"NC" "N" 18 1553 "B" "Pri"
"NC" "N" 30 2406 "G" "Pri"
"NC" "N" 24 1333 "G" "Pro"
"NC" "N" 48 7119 "B" "Pri"
"NC" "N" 24 4870 "G" "Pro"
"NC" "N" 12 691 "G" "Pro"
"NC" "N" 42 4370 "G" "Pri"
"NC" "N" 36 2746 "B" "Pri"
"NC" "N" 24 4110 "B" "Pri"
"NC" "N" 18 2462 "G" "Pri"
"NC" "N" 12 1282 "G" "Pri"
"NC" "M" 12 2969 "B" "Pri"
"NC" "N" 48 4605 "B" "Pri"
"NC" "N" 48 6331 "G" "Pri"
"NC" "N" 24 3552 "B" "Pri"
"NC" "N" 12 697 "B" "Pro"
"NC" "N" 24 1442 "G" "Pro"
"NC" "N" 27 5293 "B" "Pro"
"NC" "N" 21 3414 "G" "Pri"
"NC" "N" 18 2039 "G" "Pri"
"NC" "N" 24 3161 "B" "Pro"
"NC" "N" 12 902 "G" "Pri"
"NC" "N" 48 10297 "G" "Pri"
"NC" "M" 48 14421 "B" "Pro"
"NC" "M" 18 1056 "G" "Pro"
"NC" "N" 12 1274 "G" "Pro"
"NC" "M" 12 1223 "G" "Pro"
"NC" "N" 12 1372 "G" "Pro"
"NC" "N" 16 2625 "G" "Pro"
"NC" "N" 20 2235 "G" "Pro"
"NC" "M" 9 959 "G" "Pri"
"NC" "M" 18 884 "G" "Pro"
"NC" "M" 24 1246 "G" "Pro"
"NC" "M" 36 8086 "G" "Pro"
"NC" "G" 48 10127 "G" "Pro"
"NC" "M" 12 888 "G" "Pro"
"NC" "G" 12 719 "G" "Pri"
"NC" "M" 36 12389 "G" "Pro"
"NC" "N" 12 709 "G" "Pri"
"NC" "M" 15 6850 "B" "Pro"
"NC" "G" 10 2210 "G" "Pri"
"NC" "G" 30 7485 "B" "Pri"
"NC" "N" 18 1442 "B" "Pro"
"NC" "G" 12 797 "G" "Pri"
"NC" "M" 45 4746 "G" "Pri"
"NC" "M" 12 939 "G" "Pro"
"NC" "M" 21 1188 "G" "Pro"
"NC" "G" 48 11590 "G" "Pri"
"NC" "M" 12 609 "B" "Pro"
"NC" "N" 18 1190 "G" "Pri"
"NC" "M" 21 2767 "G" "Pro"
"NC" "M" 30 3441 "G" "Pri"
"NC" "M" 30 4280 "B" "Pro"
"NC" "M" 24 3092 "G" "Pri"
"NC" "G" 18 6761 "G" "Pro"
"NC" "M" 12 1331 "G" "Pri"
"NC" "M" 54 15945 "B" "Pro"
"NC" "N" 24 3234 "G" "Pri"
"NC" "M" 15 802 "G" "Pri"
"NC" "M" 48 9960 "G" "Pri"
"NC" "G" 24 8648 "G" "Pro"
"NC" "N" 18 1345 "G" "Pri"
"NC" "N" 45 1845 "G" "Pri"
"NC" "N" 21 1647 "B" "Pro"
"NC" "G" 48 4844 "G" "Pro"
"NC" "M" 27 8318 "B" "Pro"
"NC" "M" 18 2100 "G" "Pri"
"NC" "N" 45 11816 "B" "Pro"
"NC" "N" 6 448 "G" "Pri"
"NC" "N" 30 11998 "G" "Pri"
"NC" "M" 48 18424 "B" "Pro"
"NC" "N" 6 14896 "G" "Pro"
"NC" "M" 12 2762 "G" "Pri"
"NC" "N" 12 3386 "G" "Pri"
"NC" "M" 24 2039 "G" "Pri"
"NC" "G" 18 2169 "G" "Pro"
"NC" "M" 48 5096 "G" "Pri"
"NC" "N" 18 1882 "G" "Pri"
"NC" "N" 48 6999 "G" "Pri"
"NC" "G" 12 2292 "G" "Pro"
"NC" "N" 14 8978 "G" "Pro"
"NC" "N" 12 674 "G" "Pri"
"NC" "N" 18 976 "G" "Pro"
"NC" "M" 24 2718 "G" "Pro"
"NC" "N" 18 750 "G" "Pri"
"NC" "M" 24 12579 "G" "Pri"
"NC" "N" 18 7511 "G" "Pri"
"NC" "N" 18 3966 "G" "Pro"
"NC" "N" 12 6199 "B" "Pri"
"NC" "N" 24 1987 "G" "Pri"
"NC" "N" 24 2303 "G" "Pro"
"NC" "G" 21 12680 "G" "Pro"
"NC" "M" 12 6468 "G" "Pri"
"NC" "N" 30 6350 "G" "Pri"
